0.00E+000 3.64E-001
5.00E-002 5.07E-001
1.00E-001 6.86E-001
1.50E-001 8.89E-001
1.75E-001 1.12E+000
2.00E-001 1.14E+000
2.10E-001 1.12E+000
2.25E-001 1.04E+000
2.50E-001 8.59E-001
2.75E-001 7.84E-001
3.00E-001 7.78E-001
3.40E-001 8.59E-001
3.60E-001 1.09E+000
3.70E-001 1.16E+000
3.90E-001 1.04E+000
4.10E-001 8.89E-001
4.30E-001 8.09E-001
4.50E-001 7.78E-001
4.70E-001 8.59E-001
4.80E-001 9.27E-001
4.90E-001 9.39E-001
5.00E-001 9.02E-001
5.20E-001 8.15E-001
5.45E-001 7.78E-001
5.70E-001 8.28E-001
5.80E-001 8.89E-001
5.90E-001 9.39E-001
6.00E-001 9.14E-001
6.45E-001 7.41E-001
6.60E-001 6.96E-001
6.80E-001 6.86E-001
7.00E-001 6.61E-001
7.50E-001 5.99E-001
8.50E-001 4.76E-001
9.50E-001 3.67E-001
1.00E+000 3.37E-001
1.05E+000 3.11E-001
1.10E+000 3.00E-001
1.20E+000 2.94E-001
1.25E+000 2.78E-001
1.30E+000 2.57E-001
1.40E+000 1.95E-001
1.50E+000 1.61E-001
1.60E+000 1.36E-001
1.70E+000 1.17E-001
1.85E+000 9.51E-002
2.00E+000 8.31E-002
2.25E+000 6.74E-002
2.50E+000 5.50E-002
2.75E+000 4.36E-002
3.00E+000 3.41E-002
3.25E+000 2.64E-002
3.50E+000 2.10E-002
3.75E+000 1.69E-002
4.00E+000 1.40E-002
4.25E+000 1.10E-002
4.50E+000 8.60E-003
4.75E+000 6.90E-003
5.00E+000 5.50E-003
5.25E+000 4.40E-003
5.50E+000 3.50E-003
5.75E+000 2.70E-003
6.00E+000 2.10E-003
6.25E+000 1.60E-003
6.50E+000 1.20E-003
6.75E+000 9.10E-004
7.00E+000 6.80E-004
7.25E+000 4.90E-004
7.50E+000 3.40E-004
7.75E+000 2.30E-004
8.00E+000 1.20E-004
8.10E+000 1.00E-004
